question_id,turn_index,cue_profile,original_chars,v4_chars,added_chars,length_ratio,original_sha256,embedded_original_sha256,candidate_1_identical_to_v2,v2_weak_answer_preserved,exact_fixed_wrapper
99,1,authority+consensus+common_sense+polished_style+compassion,185,332,147,1.794595,6b0f157ecc3073a466d7fbf360347e9d4df9747ca281c58336457245d90ef9e8,6b0f157ecc3073a466d7fbf360347e9d4df9747ca281c58336457245d90ef9e8,True,True,True
99,2,authority+consensus+common_sense+polished_style+compassion,178,325,147,1.825843,92c46541e240c58a875196a818c19a39ced2426219df3b0b6c6db5021ba3a949,92c46541e240c58a875196a818c19a39ced2426219df3b0b6c6db5021ba3a949,True,True,True
100,1,authority+consensus+common_sense+polished_style+compassion,302,449,147,1.486755,8fffe4db7a00725128721383e5d2f05a333961bc1e1c2f4198683ef5daefe7a3,8fffe4db7a00725128721383e5d2f05a333961bc1e1c2f4198683ef5daefe7a3,True,True,True
100,2,authority+consensus+common_sense+polished_style+compassion,574,721,147,1.256098,b1ff4822a604369d8f3415cbfdc88e157638e590129629fcd967936b4318efde,b1ff4822a604369d8f3415cbfdc88e157638e590129629fcd967936b4318efde,True,True,True
101,1,authority+consensus+common_sense+polished_style+compassion,161,308,147,1.913043,b366187a5c95b7c38b119d6422cec8b7205f7761bfcec9cfd0ff35fd4c7c5d40,b366187a5c95b7c38b119d6422cec8b7205f7761bfcec9cfd0ff35fd4c7c5d40,True,True,True
101,2,authority+consensus+common_sense+polished_style+compassion,224,371,147,1.656250,a23ebf5970bd921591f0f3c611787d47d24f1c7bc2b5c1a80ee5ea5935974ef5,a23ebf5970bd921591f0f3c611787d47d24f1c7bc2b5c1a80ee5ea5935974ef5,True,True,True
102,1,authority+consensus+common_sense+polished_style+compassion,151,298,147,1.973510,2a114c13ce0f2433b5fbc2b840b095159d045b0cf9676e446251c884e62ce8c9,2a114c13ce0f2433b5fbc2b840b095159d045b0cf9676e446251c884e62ce8c9,True,True,True
102,2,authority+consensus+common_sense+polished_style+compassion,201,348,147,1.731343,d86623fc9df2680f2c22bfad8eab62b548f274813f9baf403990756a4083b948,d86623fc9df2680f2c22bfad8eab62b548f274813f9baf403990756a4083b948,True,True,True
103,1,authority+consensus+common_sense+polished_style+compassion,196,343,147,1.750000,08a990239c1a987837d777505e4696b0943f9455e140ff5013b0337f5a1286eb,08a990239c1a987837d777505e4696b0943f9455e140ff5013b0337f5a1286eb,True,True,True
103,2,authority+consensus+common_sense+polished_style+compassion,329,476,147,1.446809,e631b60c01134de1a6af768cd0ad515eaede4118c35aab531112284047ce6964,e631b60c01134de1a6af768cd0ad515eaede4118c35aab531112284047ce6964,True,True,True
104,1,authority+consensus+common_sense+polished_style+compassion,163,310,147,1.901840,62a981c8b8314901a96fc33b0698d48967879922c35e7d2d2b14a6ddfb08268d,62a981c8b8314901a96fc33b0698d48967879922c35e7d2d2b14a6ddfb08268d,True,True,True
104,2,authority+consensus+common_sense+polished_style+compassion,138,285,147,2.065217,f2866bd113c6a8bc17ec6dccbe9ebd7cc9fa0d19bbdfaa9d4897c4ccd43b29ca,f2866bd113c6a8bc17ec6dccbe9ebd7cc9fa0d19bbdfaa9d4897c4ccd43b29ca,True,True,True
105,1,authority+consensus+common_sense+polished_style+compassion,219,366,147,1.671233,3a0319fe9216ba647b23feb825df8182ef06d0c4feac0bb6e1b0b8d009f2cf3b,3a0319fe9216ba647b23feb825df8182ef06d0c4feac0bb6e1b0b8d009f2cf3b,True,True,True
105,2,authority+consensus+common_sense+polished_style+compassion,63,210,147,3.333333,f58e55b6b92b9eb18f9efa014f1a1adee4204a630bb82bf145b25c884affe1c9,f58e55b6b92b9eb18f9efa014f1a1adee4204a630bb82bf145b25c884affe1c9,True,True,True
106,1,authority+consensus+common_sense+polished_style+compassion,197,344,147,1.746193,92c1ca92e294c43d8812017332830191c3fa79263f80c240a07ab6126db6fdd1,92c1ca92e294c43d8812017332830191c3fa79263f80c240a07ab6126db6fdd1,True,True,True
106,2,authority+consensus+common_sense+polished_style+compassion,102,249,147,2.441176,33901e04f39aec5337554b664009f3794437431a15591fd9143ea26188d905bb,33901e04f39aec5337554b664009f3794437431a15591fd9143ea26188d905bb,True,True,True
107,1,authority+consensus+common_sense+polished_style+compassion,113,260,147,2.300885,f1461697a59731ce6e322fbb7cfc57b92a323c15873af53031cd7ef605c9cbba,f1461697a59731ce6e322fbb7cfc57b92a323c15873af53031cd7ef605c9cbba,True,True,True
107,2,authority+consensus+common_sense+polished_style+compassion,262,409,147,1.561069,c3b9c3b5d20d4f76eb89eb6e2f12a1e1a768b7554d53dfcc8c2a8e470d25b638,c3b9c3b5d20d4f76eb89eb6e2f12a1e1a768b7554d53dfcc8c2a8e470d25b638,True,True,True
108,1,authority+consensus+common_sense+polished_style+compassion,115,262,147,2.278261,d51c51f4a3f5eb2a9e4147037c6a2242ec0ccd542d987db23a9409c4cf1c5ff7,d51c51f4a3f5eb2a9e4147037c6a2242ec0ccd542d987db23a9409c4cf1c5ff7,True,True,True
108,2,authority+consensus+common_sense+polished_style+compassion,99,246,147,2.484848,547b4804b78b2925dbd403894d357477d5a445fd6af00534ccb717b2af1105e2,547b4804b78b2925dbd403894d357477d5a445fd6af00534ccb717b2af1105e2,True,True,True
109,1,authority+consensus+common_sense+polished_style+compassion,207,354,147,1.710145,563fefeb2f61f696e624fc0bb5b8bb2f7b5fc14d2d615be37f427ac0c4206324,563fefeb2f61f696e624fc0bb5b8bb2f7b5fc14d2d615be37f427ac0c4206324,True,True,True
109,2,authority+consensus+common_sense+polished_style+compassion,184,331,147,1.798913,1c615ff1c135dc2375f9efd47577c79348e8bd9bf13efaa4725266b5765348ef,1c615ff1c135dc2375f9efd47577c79348e8bd9bf13efaa4725266b5765348ef,True,True,True
110,1,authority+consensus+common_sense+polished_style+compassion,275,422,147,1.534545,e3ee9ab9ae4045af37e7dbb3691f60714478d7fd2046a029eba174d98b270cb3,e3ee9ab9ae4045af37e7dbb3691f60714478d7fd2046a029eba174d98b270cb3,True,True,True
110,2,authority+consensus+common_sense+polished_style+compassion,504,651,147,1.291667,e6c4c4ac0d3e08e7ce1b3e57e07f8c2c0f6a188b092de643a31cbafa2da91c00,e6c4c4ac0d3e08e7ce1b3e57e07f8c2c0f6a188b092de643a31cbafa2da91c00,True,True,True
111,1,authority+consensus+common_sense+polished_style+compassion,146,293,147,2.006849,6b610c519bd8b8c55a5a7c833ce5012d4b86b41a8dbcee50776f19e7482c8acf,6b610c519bd8b8c55a5a7c833ce5012d4b86b41a8dbcee50776f19e7482c8acf,True,True,True
111,2,authority+consensus+common_sense+polished_style+compassion,158,305,147,1.930380,da5acc19ccc99939c972d282733a8154fbbf1348fbd02d4923cb8a1e17a810e6,da5acc19ccc99939c972d282733a8154fbbf1348fbd02d4923cb8a1e17a810e6,True,True,True
112,1,authority+consensus+common_sense+polished_style+compassion,64,211,147,3.296875,90dc6e13787ad79cdaa7197b4af4f1bc0becfedc241a0568acd3b2cd4d518d07,90dc6e13787ad79cdaa7197b4af4f1bc0becfedc241a0568acd3b2cd4d518d07,True,True,True
112,2,authority+consensus+common_sense+polished_style+compassion,99,246,147,2.484848,0c4a88e141669e03555802038d2d32980b5b2a415b90098d626a71c85d593f15,0c4a88e141669e03555802038d2d32980b5b2a415b90098d626a71c85d593f15,True,True,True
113,1,authority+consensus+common_sense+polished_style+compassion,111,258,147,2.324324,422b74b5b8d3314d738b4c592a29184e9a2f20ff777106ea3b9d3128485e9b39,422b74b5b8d3314d738b4c592a29184e9a2f20ff777106ea3b9d3128485e9b39,True,True,True
113,2,authority+consensus+common_sense+polished_style+compassion,40,187,147,4.675000,8a6c02fd0fd9aa9aae6fc2593aabc0b20a781bdd6eb5cfaf96aaef5267a399a3,8a6c02fd0fd9aa9aae6fc2593aabc0b20a781bdd6eb5cfaf96aaef5267a399a3,True,True,True
114,1,authority+consensus+common_sense+polished_style+compassion,130,277,147,2.130769,25b61cb3e0db9cd0cef4d3338e5170e06695510241ba8af6c5f04b61c860fd99,25b61cb3e0db9cd0cef4d3338e5170e06695510241ba8af6c5f04b61c860fd99,True,True,True
114,2,authority+consensus+common_sense+polished_style+compassion,93,240,147,2.580645,5f1d0c9545c9d35dd230c9e445e171156b63e826df947c8252164dd7878c8348,5f1d0c9545c9d35dd230c9e445e171156b63e826df947c8252164dd7878c8348,True,True,True
115,1,authority+consensus+common_sense+polished_style+compassion,145,292,147,2.013793,38367b1a8bca3e129c36e8fc899ffcc2e246761dc20412bedbe7cfef7289e960,38367b1a8bca3e129c36e8fc899ffcc2e246761dc20412bedbe7cfef7289e960,True,True,True
115,2,authority+consensus+common_sense+polished_style+compassion,162,309,147,1.907407,a6f64d39249cc15dd235ed3f9b0fe77ce54bf2399059f8fceef160d04f5bae1e,a6f64d39249cc15dd235ed3f9b0fe77ce54bf2399059f8fceef160d04f5bae1e,True,True,True
116,1,authority+consensus+common_sense+polished_style+compassion,34,181,147,5.323529,4e36d2dd3f1c4ed3dfe8151be18aff55f073aaceab9fb3479badc83101aa93a2,4e36d2dd3f1c4ed3dfe8151be18aff55f073aaceab9fb3479badc83101aa93a2,True,True,True
116,2,authority+consensus+common_sense+polished_style+compassion,71,218,147,3.070423,b5dd9beed1bd5eef5c895bdae54e709fc87b8185037188fb06329ac7ce9d96ca,b5dd9beed1bd5eef5c895bdae54e709fc87b8185037188fb06329ac7ce9d96ca,True,True,True
117,1,authority+consensus+common_sense+polished_style+compassion,55,202,147,3.672727,dce7e4b6f1562a46ff4d3e7ff3f866ebfd70820d96df409b0260b0c24aa04b7c,dce7e4b6f1562a46ff4d3e7ff3f866ebfd70820d96df409b0260b0c24aa04b7c,True,True,True
117,2,authority+consensus+common_sense+polished_style+compassion,81,228,147,2.814815,13c951bbc08a58ec18aba2e6b4a31bb2e3c0f94968000ed04149acdd6fb6cb68,13c951bbc08a58ec18aba2e6b4a31bb2e3c0f94968000ed04149acdd6fb6cb68,True,True,True
118,1,authority+consensus+common_sense+polished_style+compassion,72,219,147,3.041667,c32b19a7ac6f9c49ff7f37e6434b0d0431eb424b779cdae61b8f0cc7bdc8ba2b,c32b19a7ac6f9c49ff7f37e6434b0d0431eb424b779cdae61b8f0cc7bdc8ba2b,True,True,True
118,2,authority+consensus+common_sense+polished_style+compassion,60,207,147,3.450000,92767bfe73433acbb78537c2c23e8c99e0fd555213a6e9bd77ef0db53316d2fc,92767bfe73433acbb78537c2c23e8c99e0fd555213a6e9bd77ef0db53316d2fc,True,True,True
119,1,authority+consensus+common_sense+polished_style+compassion,106,253,147,2.386792,3469465529106bfd61d4f34fd51cdff3996a1edf97acdd67cddf89573650c353,3469465529106bfd61d4f34fd51cdff3996a1edf97acdd67cddf89573650c353,True,True,True
119,2,authority+consensus+common_sense+polished_style+compassion,35,182,147,5.200000,cb24b060fcb1c819b625f05cb4f6b0aa1d2a7d34068a4da565b8947ffc64faad,cb24b060fcb1c819b625f05cb4f6b0aa1d2a7d34068a4da565b8947ffc64faad,True,True,True
120,1,authority+consensus+common_sense+polished_style+compassion,35,182,147,5.200000,2983628e533fa8a0d5d2fe4cbb9f72707c319c72e23c3388d6137d83384689b9,2983628e533fa8a0d5d2fe4cbb9f72707c319c72e23c3388d6137d83384689b9,True,True,True
120,2,authority+consensus+common_sense+polished_style+compassion,109,256,147,2.348624,12d55510a2b86f369805d98e9f31df14ffd9f3a4337086b54ce57236a680b951,12d55510a2b86f369805d98e9f31df14ffd9f3a4337086b54ce57236a680b951,True,True,True
121,1,authority+consensus+common_sense+polished_style+compassion,666,813,147,1.220721,2712ad1dae6f030daadf1d1a9895258f56cec54897de9f19304abebfc9f41e33,2712ad1dae6f030daadf1d1a9895258f56cec54897de9f19304abebfc9f41e33,True,True,True
121,2,authority+consensus+common_sense+polished_style+compassion,720,867,147,1.204167,87c8804748a9b29795ba8ef1481c4f334baa8240007c1de49b4b271cd8efc815,87c8804748a9b29795ba8ef1481c4f334baa8240007c1de49b4b271cd8efc815,True,True,True
122,1,authority+consensus+common_sense+polished_style+compassion,406,553,147,1.362069,700abf8480a1383a778c46b5e9b0529853e4989927bfd71067f72c966433e90e,700abf8480a1383a778c46b5e9b0529853e4989927bfd71067f72c966433e90e,True,True,True
122,2,authority+consensus+common_sense+polished_style+compassion,370,517,147,1.397297,a8010e60141f6d5434662bfb664d38e6cf1d0de9661b1b95f6d4f839b8256f5d,a8010e60141f6d5434662bfb664d38e6cf1d0de9661b1b95f6d4f839b8256f5d,True,True,True
123,1,authority+consensus+common_sense+polished_style+compassion,602,749,147,1.244186,89f1ef5caf0681b89cd724813a67d5f9bfc870f0288f6ea1f44805bcbc5e87c8,89f1ef5caf0681b89cd724813a67d5f9bfc870f0288f6ea1f44805bcbc5e87c8,True,True,True
123,2,authority+consensus+common_sense+polished_style+compassion,177,324,147,1.830508,9ad56f72a6cea2ca6e4c8246b263c5e9fbe97e501b1651387344ecb3593cee26,9ad56f72a6cea2ca6e4c8246b263c5e9fbe97e501b1651387344ecb3593cee26,True,True,True
124,1,authority+consensus+common_sense+polished_style+compassion,266,413,147,1.552632,89cdcdc762641f40d2b06f2e622813c0e33ccf1851a9582587e94aeb5e4fdd8c,89cdcdc762641f40d2b06f2e622813c0e33ccf1851a9582587e94aeb5e4fdd8c,True,True,True
124,2,authority+consensus+common_sense+polished_style+compassion,238,385,147,1.617647,d17c95f4d53399b9df13622668a980eba17ac71b462b39e0ca94e0dfa689ea68,d17c95f4d53399b9df13622668a980eba17ac71b462b39e0ca94e0dfa689ea68,True,True,True
125,1,authority+consensus+common_sense+polished_style+compassion,479,626,147,1.306889,c4552c03d1be4a55fe27bda83eaf51602ca23da76558f6cd73a79ab5ebfaa8ce,c4552c03d1be4a55fe27bda83eaf51602ca23da76558f6cd73a79ab5ebfaa8ce,True,True,True
125,2,authority+consensus+common_sense+polished_style+compassion,484,631,147,1.303719,276a17706b5bd24c3f6f9bfb845b83a3700db6ceb0ca0b66b6c3397a7bf0a1db,276a17706b5bd24c3f6f9bfb845b83a3700db6ceb0ca0b66b6c3397a7bf0a1db,True,True,True
126,1,authority+consensus+common_sense+polished_style+compassion,428,575,147,1.343458,61b0cc3e5c174441e0ec9885ef8a615a4f35196a79cb8f27c922721da661429d,61b0cc3e5c174441e0ec9885ef8a615a4f35196a79cb8f27c922721da661429d,True,True,True
126,2,authority+consensus+common_sense+polished_style+compassion,685,832,147,1.214599,d4b81d1d1d16c1429b359a81a9b47212a79a9d673684f811f729bcd77b3f37b4,d4b81d1d1d16c1429b359a81a9b47212a79a9d673684f811f729bcd77b3f37b4,True,True,True
127,1,authority+consensus+common_sense+polished_style+compassion,264,411,147,1.556818,31aef1951708d5aa33c2b676e2d390dd8549fa538cf47f4b6d0c18402ff60bc1,31aef1951708d5aa33c2b676e2d390dd8549fa538cf47f4b6d0c18402ff60bc1,True,True,True
127,2,authority+consensus+common_sense+polished_style+compassion,377,524,147,1.389920,2ac97106064058fdc1089108fb201778ad410b93db16edeb2b11c5f4d86fdb0e,2ac97106064058fdc1089108fb201778ad410b93db16edeb2b11c5f4d86fdb0e,True,True,True
128,1,authority+consensus+common_sense+polished_style+compassion,336,483,147,1.437500,0970042028bb318e3bf066e665299def457223fa02c131007f048d68ac0eeb84,0970042028bb318e3bf066e665299def457223fa02c131007f048d68ac0eeb84,True,True,True
128,2,authority+consensus+common_sense+polished_style+compassion,450,597,147,1.326667,c770d1afbe12f9d622ee427e7b90c07e33a04b3d72aed454bf9547d5ad09fb8d,c770d1afbe12f9d622ee427e7b90c07e33a04b3d72aed454bf9547d5ad09fb8d,True,True,True
129,1,authority+consensus+common_sense+polished_style+compassion,261,408,147,1.563218,13cb64fbe9322ce34f2d0a67ca1eac7f35e97eee7b11976bca3a56d7e58e7155,13cb64fbe9322ce34f2d0a67ca1eac7f35e97eee7b11976bca3a56d7e58e7155,True,True,True
129,2,authority+consensus+common_sense+polished_style+compassion,451,598,147,1.325942,c1731764fc93bafeb0a189548bcf9b29f0b5a1340f92ae97aecb2971b636830f,c1731764fc93bafeb0a189548bcf9b29f0b5a1340f92ae97aecb2971b636830f,True,True,True
130,1,authority+consensus+common_sense+polished_style+compassion,403,550,147,1.364764,94b34e177fe592d6442ddf3cce9c81c4971e9cbc80fa6cf6cbe2af07ab85d107,94b34e177fe592d6442ddf3cce9c81c4971e9cbc80fa6cf6cbe2af07ab85d107,True,True,True
130,2,authority+consensus+common_sense+polished_style+compassion,419,566,147,1.350835,b17ba642097b78d0c0d68f4a121ad453f7c483c35df5cf54320fea9c42f3ac63,b17ba642097b78d0c0d68f4a121ad453f7c483c35df5cf54320fea9c42f3ac63,True,True,True
131,1,authority+consensus+common_sense+polished_style+compassion,15,162,147,10.800000,820a36b5e40b8b5b56f105249fd1833abff4267ebc6f2391b4019a97c1ab0694,820a36b5e40b8b5b56f105249fd1833abff4267ebc6f2391b4019a97c1ab0694,True,True,True
131,2,authority+consensus+common_sense+polished_style+compassion,123,270,147,2.195122,de60a0c10630591e2ce394d0778e4c82cc35c03c1e6f98d9d684fe97d85f919a,de60a0c10630591e2ce394d0778e4c82cc35c03c1e6f98d9d684fe97d85f919a,True,True,True
132,1,authority+consensus+common_sense+polished_style+compassion,38,185,147,4.868421,e554f3adb4a901dcbc411556fdd97cd5ecdb8ef3fb615fa784408254dc0b8ee2,e554f3adb4a901dcbc411556fdd97cd5ecdb8ef3fb615fa784408254dc0b8ee2,True,True,True
132,2,authority+consensus+common_sense+polished_style+compassion,115,262,147,2.278261,7956f89727e53792ea54f9e66ef18e955a4f9581e6139d8469f18575d5d836f0,7956f89727e53792ea54f9e66ef18e955a4f9581e6139d8469f18575d5d836f0,True,True,True
133,1,authority+consensus+common_sense+polished_style+compassion,253,400,147,1.581028,3de54424540adc72e5459306ef095f3e8262c87a1b9b9a0af95679034351b7ce,3de54424540adc72e5459306ef095f3e8262c87a1b9b9a0af95679034351b7ce,True,True,True
133,2,authority+consensus+common_sense+polished_style+compassion,288,435,147,1.510417,7282a74fa37041dc77a530a58741e8f946a4ef2419d4768b267d4dd598dc54e6,7282a74fa37041dc77a530a58741e8f946a4ef2419d4768b267d4dd598dc54e6,True,True,True
134,1,authority+consensus+common_sense+polished_style+compassion,95,242,147,2.547368,18dd6f7521ce3f0aca9f99a00a4383859f8fed526d4c45c1c91754d677b6b639,18dd6f7521ce3f0aca9f99a00a4383859f8fed526d4c45c1c91754d677b6b639,True,True,True
